	WT1	WT2	WT3	PknF_KO1	PknF_KO2	PknF_KO3	PknF_IND1	PknF_IND2	PknF_IND3	PknG_KO1	PknG_KO2	PknG_KO3	PknG_IND1	PknG_IND2	PknG_IND3	PknI_KO1	PknI_KO2	PknI_KO3	PknI_IND1	PknI_IND2	PknI_IND3	PknJ_KO1	PknJ_KO2	PknJ_KO3	PknL_KO1	PknL_KO2	PknL_KO3	WT4	WT5	WT6	PknD_IND1	PknD_IND2	PknD_IND3	PknD_KO1	PknD_KO2	PknD_KO3	PknH_KO1	PknH_KO2	PknH_KO3	PknH_IND1	PknH_IND2	PknH_IND3	PknK_IND1	PknK_IND2	PknK_IND3	PknK_KO1	PknK_KO2	PknK_KO3	WT7	WT8	WT9	PknB_KD1	PknB_KD2	PknB_KD3	PknB_IND1	PknB_IND2	PknB_IND3	PknE_KO1	PknE_KO2	PknE_KO3	PknE_IND1	PknE_IND2	PknE_IND3	PknJ_IND1	PknJ_IND2	PknJ_IND3	WT10	WT11	PknL_IND1	PknL_IND2	PknL_IND3
Rv3418c	4367.61	3539.2456	4620.676	4216.902	4412.022	3143.5645	1890.4603	1110.567	1935.296	2263.691	2263.691	2103.4695	2954.7676	2517.3833	2402.9934	3389.0505	3389.0505	3183.7441	4767.47	3608.5452	3745.4985	3571.254	3973.2725	4778.4272	2481.8638	3364.3823	3002.8467	4112.6245	3647.9517	4182.4404	1513.508	1039.2279	1061.829	2339.3481	2510.002	2665.8374	3812.5876	3672.8323	4074.168	3640.6729	3192.838	3377.173	2316.667	2329.825	1972.1469	1963.6327	1517.7491	1040.1193	4367.61	3866.0757	4182.4404	7139.4453	6839.282	6528.919	3587.5889	3150.453	2452.9731	899.26715	1317.2113	761.24854	1035.366	956.28516	7430.2246	2741.1853	2109.8054	2315.1184	310.14798	267.06442	8546.107	7241.454	8546.107
Rv3419c	86.58774	85.50317	95.61902	76.404	104.80839	103.993835	150.56226	188.88539	165.9198	94.289055	97.88321	107.24239	86.31585	76.69192	82.666916	114.48124	106.930664	95.85582	87.86902	60.13861	68.83847	102.55883	92.77594	110.37228	107.50353	109.45101	113.09101	80.09962	91.640175	68.381065	54.715443	53.399406	31.181204	85.55101	109.88156	117.995415	69.62772	90.23053	90.72261	104.946304	109.707344	113.39126	239.78531	166.1346	199.61993	94.631546	89.1042	79.61919	90.34876	69.088394	66.50604	566.1175	561.1016	512.9803	102.060524	80.194786	104.33523	76.375595	93.03668	94.24958	84.38216	81.5219	93.58249	135.76917	208.14168	159.66162	94.369125	81.14978	158.91446	150.16028	145.35783
Rv3420c	173.13165	185.16362	223.55481	227.30197	259.08902	186.8782	185.14693	224.49394	220.4881	150.58948	168.42969	215.57166	233.56561	201.77032	257.7634	222.1138	202.5897	303.68134	172.58415	150.69017	184.23503	207.16434	204.05368	207.16434	264.8871	205.41783	222.27696	187.20631	229.50636	193.29665	138.81076	98.328354	118.54773	146.11356	198.70277	175.72244	200.78558	182.23398	160.92604	285.4507	274.6542	325.7693	306.60583	283.30377	305.89536	177.71007	193.84108	194.64055	229.10457	243.98685	214.10463	552.5636	529.75806	508.46045	254.65018	178.6333	205.20654	211.78735	194.67075	167.95464	187.56381	186.61656	178.6768	413.02905	471.4347	475.6988	136.65955	147.67511	236.29123	237.28975	261.86322
Rv3421c	72.96757	81.41671	81.49637	50.66787	58.164867	77.99326	165.28688	152.45634	126.97345	99.57494	86.794365	134.4819	77.86778	74.01504	66.04483	72.94567	79.464	107.9121	99.96658	74.085205	137.88487	65.178246	79.79657	77.14475	70.04425	90.92431	82.77693	74.01842	85.90552	82.69392	81.940834	45.826286	41.707752	132.52217	68.7349	89.309875	70.25528	84.17138	68.528534	24.92895	36.03576	43.656178	155.34485	129.31676	162.75844	108.63206	102.129776	101.257835	63.28965	72.03449	52.975643	253.78485	259.4397	216.155	35.567425	38.825756	84.16977	50.842278	68.38201	37.654995	55.611816	76.63205	93.04413	139.26476	167.36513	159.1002	102.458145	81.05145	134.7457	126.633064	125.12423
Rv3422c	34.652073	46.91434	32.810467	31.08463	26.778343	39.278694	107.36867	127.289	100.95388	54.17577	46.370632	66.60321	20.675196	33.901867	14.529916	51.604	47.46843	60.168312	33.094128	13.873617	50.41195	49.382854	63.099274	35.7338	45.552063	38.270557	44.73719	24.843157	66.341034	20.766138	29.071243	18.913618	58.394146	67.22334	40.404575	44.14147	27.484966	52.03293	48.22253	26.15517	32.17342	27.733517	99.99737	76.832085	86.7694	52.52922	81.8367	50.87797	28.371117	35.66417	24.98515	223.39436	199.87085	202.9538	53.72208	73.27623	66.407425	45.993248	46.9076	24.057243	71.78525	70.6363	80.40562	70.35606	98.395256	91.94	85.60862	68.667175	106.50351	109.536194	94.15534
Rv3423c	47.911488	52.16479	54.493355	49.791534	59.008823	64.6637	130.17574	140.64722	129.26291	49.810337	55.953865	42.397472	44.30033	41.786587	43.56912	68.19914	50.974007	40.91183	40.268303	66.59476	54.575596	52.281544	51.03012	45.493557	57.587597	52.21318	52.13421	27.175112	24.557518	51.040543	48.710842	52.725048	26.693039	95.56891	38.747616	44.169468	60.22215	55.99552	69.65709	44.97202	54.291946	33.872192	103.61105	84.131355	96.8743	56.483543	57.09407	66.83213	34.010662	47.755196	65.95378	161.5328	147.8662	154.35973	65.44846	48.062153	71.4045	25.407272	52.83451	27.528353	72.06175	88.35045	77.55834	106.10507	95.920334	97.881836	118.41904	120.39775	121.159485	139.40123	131.95714
Rv3424c	115.67288	118.05636	133.33493	108.845566	114.61072	93.04139	139.42174	150.56226	165.78218	107.03105	125.29121	124.655716	156.7016	134.24777	197.03174	129.57176	154.22801	100.41137	91.55478	87.68442	85.57335	123.6811	123.13547	141.29474	137.17871	130.92899	150.07967	131.64949	151.37657	160.50691	77.614685	90.75221	194.65344	58.620525	87.006325	72.61108	125.52288	113.71175	116.29382	411.2229	389.94467	449.13043	135.77068	184.39139	145.48694	81.05495	75.85796	92.16608	153.03668	131.01619	134.58636	76.8231	81.95671	77.40311	65.86181	66.398926	66.80786	135.5428	96.60503	148.45157	136.12273	122.85909	69.87639	93.25198	135.76917	108.57664	125.490204	182.40694	122.56727	118.478584	86.78693
Rv3425	51.85381	55.72949	80.51272	67.4056	74.73655	64.55671	85.31081	97.267685	100.22234	87.04149	93.59065	86.5709	95.24555	59.88874	94.73399	74.63984	57.7005	102.28291	55.19748	51.874207	58.73789	52.49303	63.31605	69.50486	61.163273	75.09322	75.47992	70.61461	82.3855	77.36967	38.329132	57.098892	60.188232	19.815542	44.055897	32.75951	51.210182	56.875065	79.2549	170.71002	162.01889	147.93127	60.912067	78.36577	55.10436	22.192316	28.715767	30.885796	74.80811	60.9347	79.15098	47.037514	46.223118	61.690536	50.730072	48.663486	22.93535	63.931393	54.92337	69.029366	65.63205	71.22098	46.511147	66.25704	78.08777	70.57142	47.718723	55.59207	103.74083	110.68795	105.78605
Rv3426	37.61022	40.772923	58.286594	50.36577	52.035015	71.521545	70.744095	74.177	81.17447	52.604916	75.19241	60.567066	80.94916	62.806023	105.5778	62.241047	61.530235	61.988274	44.39437	63.13846	58.133373	46.56953	46.299263	48.844482	47.41023	53.676167	53.902702	39.708668	48.07389	41.293167	29.561947	39.94608	30.712917	25.767506	31.788385	26.685574	39.242165	50.474827	57.9044	94.326355	116.97208	113.04109	45.720306	62.498524	53.82241	21.646608	24.328299	19.751387	44.301945	51.227036	51.06728	46.069477	49.65898	47.975857	33.54156	29.520435	21.466583	37.689198	30.59892	55.436893	52.090374	65.83765	42.207104	49.53426	52.40558	55.96958	39.681156	40.099422	77.65885	84.025314	88.4327
Rv3427c	32.86078	33.734615	27.380798	32.16561	34.364975	34.40546	46.260162	39.504314	59.96178	23.495472	37.618507	29.546553	27.487946	37.45512	32.306274	37.19548	34.22663	52.634106	16.674799	18.415941	16.78651	43.11417	29.008406	36.543137	35.904625	22.997053	32.832436	27.590328	28.567184	56.99513	22.810802	9.452988	9.07118	52.22884	38.11746	33.678894	37.522827	20.433979	39.89334	38.412804	40.808914	39.098537	33.704437	33.145447	37.49837	29.837786	24.602596	15.088018	29.56791	30.075716	40.131813	29.66502	27.625092	24.959951	58.12266	32.762604	33.808777	8.783408	16.62336	23.888065	19.2954	26.998901	30.809542	37.712334	58.081043	45.861855	5.8731728	5.8987503	26.730612	32.53842	24.433168
Rv3428c	4.264522	1.4143248	5.924341	11.056029	8.021236	8.505486	12.71678	13.699314	16.713942	5.9956846	4.150258	5.640095	8.048037	6.43892	2.7646499	3.6887195	3.6078742	9.818078	2.39393	1.745544	8.300364	6.6290064	6.4250045	4.8658843	7.156739	7.690047	6.4876537	2.125336	5.473589	5.778606	3.9606843	0.692623	3.4592848	6.502963	4.578494	1.8983281	6.9844832	6.7812777	8.908978	13.21703	14.611641	11.362586	43.91036	36.92446	26.673458	4.8077636	2.1337326	5.5036345	6.679818	2.6981392	4.677801	26.347794	22.679344	25.93536	0.75521576	5.3452883	3.8707008	5.6894064	0.39063686	4.65763	10.959384	9.187115	7.131312	3.8541028	5.8637295	6.1565804	4.2966156	4.8642817	19.01217	15.710619	20.216604
Rv3429	167.66026	162.08186	223.30424	199.41646	176.3881	194.20517	208.89772	279.91724	257.8543	104.86438	146.16948	127.236786	326.8277	220.81319	388.2605	198.55435	203.07265	224.55165	146.05713	159.72375	233.1497	170.59521	175.56924	207.72409	178.11768	202.7728	185.21892	202.64722	252.77066	246.01744	102.752106	193.30676	206.39223	60.679073	147.64723	134.86688	181.26797	178.8425	225.22832	496.8421	481.02823	538.9552	155.40245	222.15442	158.41763	85.82215	72.02156	123.82324	174.80191	202.88368	242.55948	90.57462	84.15738	87.72265	133.6739	102.73453	101.010506	135.05307	94.318504	121.195145	206.01717	182.0024	115.280106	208.58673	252.78723	215.60312	136.4071	185.48346	235.2606	245.50945	249.14392
Rv3430c	50.006176	50.77875	43.77313	63.75844	58.09757	59.706284	128.85756	132.68236	135.2898	38.35031	34.747623	28.281698	40.770813	61.34109	38.542534	69.243774	59.49597	60.801754	13.415198	35.844723	33.094128	43.707157	55.86633	65.77368	48.40864	56.016712	40.566166	48.69178	46.30413	52.724297	29.058199	51.72922	37.31084	27.514347	36.446987	34.700317	69.95431	64.65734	57.140297	113.93209	100.5865	105.38198	194.89795	188.34166	168.5907	32.418407	28.208084	28.288687	52.47297	60.872833	55.256973	76.314926	74.613716	76.56585	55.789154	37.644276	42.31688	50.991108	29.390114	30.843603	81.72416	56.114475	50.183357	43.893578	68.74008	55.935596	29.342154	35.15682	135.18097	136.38084	129.89626
Rv3431c	14.078153	13.634376	16.435055	8.53767	5.58244	16.008566	52.743614	32.600094	52.006115	29.688217	21.400208	52.100296	10.084397	11.289683	4.8068085	12.370074	20.637234	21.492617	8.278994	8.000648	9.352363	8.932135	14.789699	13.822836	13.991956	17.239105	22.815983	11.355966	4.677801	10.944143	12.34232	21.589287	15.336381	45.479164	7.7600026	10.504474	16.039875	11.674904	6.755065	12.502867	13.176243	9.656436	12.8672085	14.623444	15.017379	17.76581	18.290937	20.58679	17.350355	23.232529	16.458948	44.963512	46.56638	52.298084	14.883354	17.177898	18.12351	7.0655594	18.63265	12.513607	77.09664	71.324554	53.35465	27.00091	23.718328	31.658215	73.78957	79.742455	86.310036	92.899475	93.45205
Rv3432c	11.158262	10.784431	7.8536997	8.26125	15.332023	16.597277	28.063776	29.9392	24.677591	11.387952	14.390774	19.414703	15.736957	3.2808387	4.0672874	13.425187	10.774242	3.5437026	27.687246	23.509592	31.13266	13.772027	11.758574	13.146317	10.465519	12.930361	12.127238	14.696506	10.490429	14.805415	17.636684	10.701515	16.496998	26.540852	8.109284	10.77608	11.307995	10.325004	13.979518	15.53321	16.746227	18.265617	20.876879	14.124689	20.90293	14.995017	22.536934	15.77825	12.53903	10.831224	8.517405	62.999123	60.246124	54.932762	16.689455	9.447483	15.103389	9.367664	16.687244	15.618275	45.31636	30.622723	40.808258	26.58221	24.456985	24.215864	25.320795	30.34982	57.209747	54.220398	50.35297
Rv3433c	52.58413	50.600365	48.030437	36.115482	28.7167	27.832806	41.521473	50.81207	32.20984	69.27979	52.659775	96.861015	23.125483	35.65255	15.978537	32.21436	27.512568	51.604	58.61773	35.774586	72.22499	37.066467	34.82361	41.90883	38.76509	49.163837	53.78503	48.766224	39.401237	30.34982	35.40248	7.914147	20.762651	53.439465	25.767506	35.244587	35.697227	46.605118	47.971424	11.333034	6.9245415	11.124525	26.932924	19.516272	22.637558	73.57001	71.14497	45.497124	43.010155	40.53741	55.675262	246.32422	290.1653	210.09305	17.416283	28.062746	30.483114	28.89867	38.599556	16.991266	24.872555	23.768612	40.37764	60.43342	67.60455	68.53076	33.59762	35.18609	51.82017	41.77996	41.27241
Rv3434c	41.57371	37.420925	44.525635	38.833656	33.626312	23.140627	49.287746	59.96178	51.39377	37.07886	29.583906	29.716785	23.907341	30.558422	20.751543	47.952682	44.250774	15.296969	8.363726	44.37321	19.953306	29.058285	33.30087	29.97453	38.097477	31.935734	31.208324	21.82117	31.301357	26.978703	21.370487	19.809053	20.832706	23.163832	15.983596	26.924894	42.9432	35.156693	48.538883	29.884798	23.13818	26.750277	22.557476	23.107534	26.532019	34.074608	22.29062	35.417957	31.641756	43.681602	55.59207	188.7978	179.5046	179.0381	33.755474	18.48697	26.891245	27.514498	37.749348	27.703547	63.17319	49.018402	45.49636	44.0825	39.3161	35.51065	55.256973	76.37472	101.23389	112.40501	110.44525
Rv3435c	125.56075	131.47705	121.554184	97.59885	127.341484	117.66397	130.88629	152.80576	144.63277	87.8338	102.06178	86.97753	76.057205	61.03697	49.771236	116.63577	136.20016	103.66674	109.02624	117.36277	75.9025	118.15697	122.06258	109.875374	117.319275	98.76752	101.187935	138.95724	101.4225	184.62437	62.70153	62.493332	78.52983	75.740005	76.35717	62.319805	129.66322	129.7835	118.49106	100.80223	97.52923	84.516396	68.18665	76.27028	63.012226	74.20537	82.57175	80.530945	137.2999	142.10287	127.23721	257.6479	238.89407	253.29343	68.72842	74.725624	69.55252	113.34354	99.60056	116.45588	159.1366	143.00597	147.20758	114.74318	95.3329	105.562675	172.97365	186.29631	278.35538	277.38525	290.2238
Rv3436c	208.37886	229.10457	221.72476	155.38506	155.26237	152.02759	165.78218	183.88489	136.08116	97.12665	95.74711	79.66043	104.36949	111.12339	100.8595	119.488396	137.26508	153.19875	187.54482	224.98592	155.46094	142.18214	141.75403	127.5083	123.502075	114.03119	107.84327	189.54483	241.19693	192.52414	130.40596	83.08289	61.300808	58.9246	97.865685	100.61146	144.46742	147.00352	126.76715	51.59657	54.67214	50.615307	76.169334	93.32757	95.39383	110.485	103.8374	113.89543	192.28506	197.89284	201.50395	225.53058	224.64923	206.593	74.14067	65.86181	59.089653	118.49736	119.7436	112.42672	202.06564	215.28635	209.23605	154.9647	135.57649	139.26476	141.57323	142.46175	180.11316	162.5261	178.85252
Rv3437	233.97275	184.96776	222.59927	129.36154	159.66681	125.84914	75.11864	87.80313	79.686104	114.73216	109.8439	150.14178	117.21386	114.85897	88.78074	99.29495	109.21785	46.738037	114.980064	174.76033	176.09482	160.46587	162.48856	161.09906	133.8897	126.10533	111.56325	247.3414	268.6044	292.5322	70.17983	70.76825	64.66645	166.00104	160.36055	115.15062	179.98015	184.84895	127.65128	75.281525	75.47654	92.60382	77.16929	112.475815	104.21988	146.83719	118.63784	136.56999	204.99242	196.32234	202.42368	218.07054	241.05898	225.62505	69.36687	172.95204	158.47598	198.12784	185.32903	159.7406	127.02459	119.959984	78.77777	97.47292	122.07734	130.79033	145.1658	107.37514	94.82678	78.78659	90.198074
Rv3438	63.317055	55.01759	66.93617	48.382896	50.21739	50.074997	77.93688	70.47238	68.858665	42.246246	38.777683	39.50594	48.5028	35.15484	48.87106	47.285336	42.772045	82.815575	48.4489	43.4472	73.87634	52.05516	49.471992	59.432537	43.35707	37.854866	36.584354	72.10165	45.233986	82.844154	26.642626	24.268364	23.954891	35.80334	40.188423	31.158424	39.862885	51.382362	27.947983	35.3962	30.274155	25.188156	52.714966	42.565582	38.364475	50.587074	53.572758	38.643093	83.49695	59.771774	48.26763	188.10559	199.89763	188.99	35.10663	34.311188	30.600014	58.711575	38.044376	22.20729	74.76015	109.11732	102.06138	66.63192	67.15411	64.69951	72.03449	45.37763	123.194244	138.03183	130.96198
Rv3439c	27.468403	31.837303	34.4075	26.316372	31.713129	28.31773	65.22213	69.75735	67.77204	39.448	39.00139	35.185753	17.57149	22.794243	14.094957	29.242628	28.215178	34.170277	48.53178	20.190134	19.138773	26.357052	31.278097	31.310644	28.523636	31.695642	32.95869	29.249506	22.72525	31.866814	19.835573	25.92604	19.529999	13.518647	20.860342	22.109177	38.59195	34.472393	27.586493	21.77162	20.305595	19.541817	49.30511	33.227295	46.113678	26.701065	34.39974	22.212553	28.506302	27.130878	34.740368	209.76762	215.9773	192.00587	19.236036	18.40845	14.937255	20.92184	21.97391	12.768245	56.230667	68.87443	61.53999	50.104362	54.55245	45.394356	38.251915	40.261906	89.969986	91.717995	90.36818
Rv3440c	71.873474	83.16961	114.93346	39.186028	56.115696	94.07011	84.43273	94.88516	99.812935	58.78875	54.949184	49.888172	20.720024	29.589064	13.089852	58.718266	55.700256	49.389874	30.405632	24.048502	16.740736	64.8285	64.61973	71.54881	64.9651	64.193565	85.77803	60.653713	118.620445	77.741875	54.17136	38.751213	50.518578	32.319992	35.82956	36.633625	58.71397	70.7968	54.719906	67.34822	40.083927	69.57321	55.55921	55.176678	54.873142	42.95133	50.940983	60.356617	87.05292	76.71628	118.05636	359.85596	353.47156	325.28357	50.671677	73.0252	61.307255	45.934387	40.793636	26.086824	173.36775	130.57251	126.71982	127.875786	142.19992	120.07648	75.06282	83.76091	172.28375	190.15524	174.98726
Rv3441c	100.660126	103.30431	109.44496	86.853516	93.93029	90.79439	265.11523	231.68048	221.90398	170.55214	146.27168	187.63058	96.42197	101.65172	62.879753	105.57049	107.88629	131.97073	217.02339	99.66505	146.70224	66.50982	90.49494	79.399086	101.44737	124.29942	135.11655	96.60767	106.38724	81.97696	99.93585	79.023186	101.462326	172.16103	57.12403	74.26506	86.970764	99.44484	98.16437	48.362907	44.741383	39.55295	87.22452	71.51537	73.190025	145.6586	160.03291	139.0819	83.90313	98.725494	102.0392	628.4096	708.1127	564.9258	51.942368	76.66201	88.38247	49.72265	78.86181	53.554153	156.81128	198.55908	308.90552	301.3042	232.45512	242.48987	294.4775	277.24927	324.32065	321.57657	330.13654
Rv3442c	169.37424	187.39603	166.54414	109.45877	156.3011	134.94855	449.85556	296.7522	436.59363	188.86148	136.6534	192.99434	79.772736	60.515675	88.195984	157.89558	196.39471	101.75468	119.785164	147.72844	112.80764	130.15367	157.07018	153.52478	124.403625	171.6773	185.8057	144.8104	169.37424	186.8292	97.304665	213.32849	233.2382	88.25346	74.87569	100.064095	138.6594	136.81013	174.86742	61.76562	77.77299	56.328392	103.50612	103.90216	114.74221	183.97363	152.72493	207.4161	175.66595	166.92775	103.91796	696.79443	817.5131	669.9932	102.81393	79.33146	53.58724	112.30469	109.2389	56.98827	473.73584	517.0126	899.5286	352.34476	222.21588	265.49664	877.8624	772.8221	819.8777	816.88086	825.29614
Rv3443c	248.41228	254.35385	282.04758	198.83282	217.4197	222.22026	600.3047	377.59262	571.0116	255.98773	215.57166	250.86476	162.9251	125.29168	90.75543	217.6479	253.01308	223.0952	142.63242	164.32455	177.12387	152.3922	192.04684	211.02188	213.6092	250.43497	273.29968	269.8145	192.17097	236.96198	125.21781	252.05124	212.38402	80.88163	126.52458	149.84013	187.97868	229.6934	241.22244	114.68146	90.10494	92.69362	160.50775	179.42403	160.97676	252.4295	222.72906	261.8262	229.33856	224.70764	227.2542	756.39844	798.3312	716.683	113.65642	140.00935	85.571785	139.69087	153.0532	93.40865	652.4004	576.4555	1120.6019	436.29486	254.90352	302.58817	1002.25287	873.5388	913.87463	927.9344	969.5691
Rv3444c	32.315823	20.783524	47.014008	4.7336736	15.09584	27.961779	15.006204	8.416753	14.221547	24.306719	7.835326	10.871827	22.333916	11.469748	6.693445	9.205234	16.493364	3.5437026	2.39393	1.745544	3.9707341	27.815102	14.035401	19.500513	15.32909	7.0201645	10.655849	41.60589	1.4719864	10.339541	1.0350666	4.7075796	0.9424493	14.435601	21.773726	14.181544	10.70456	10.6127405	6.3758993	4.644929	16.976748	22.299675	51.43265	56.31428	41.53848	21.139061	19.759829	10.523628	24.16771	38.681835	80.42844	157.72751	171.8551	172.64676	25.019356	26.786879	24.491377	4.8236675	3.5717106	12.027328	61.692703	62.432327	37.813396	31.335865	23.778631	23.332157	38.812443	36.98005	29.030565	29.852934	34.92139
Rv3445c	35.618973	34.926178	29.1855	30.007614	18.694387	10.910121	9.753446	6.908489	12.128429	16.074814	23.33348	15.900623	19.208807	24.540007	43.131985	13.918239	14.490443	3.5437026	2.39393	1.745544	12.412624	24.869265	40.567093	25.896662	16.923157	18.447239	12.930361	42.36984	32.994118	36.10804	11.208374	16.55002	0.9424493	7.6842766	21.419973	26.20553	39.954823	12.400003	11.64527	10.836701	6.739617	19.232513	40.784946	39.468655	52.111046	12.116396	13.712103	10.986367	21.404722	21.948938	74.60062	134.1625	147.94559	138.08884	44.892525	27.712671	30.162958	4.517585	14.028056	25.78015	68.752426	87.569786	45.169075	31.08562	23.841114	26.368202	43.681602	45.790207	43.67416	30.325136	45.217396
Rv3446c	2.9941356	2.325306	1.4143248	7.3333406	3.6961353	6.6606545	4.046253	3.7103412	4.474736	2.0319936	4.8505535	6.8168325	3.5781777	9.28679	0.11239079	0.72144634	2.245844	3.5437026	2.39393	5.1279373	2.2776656	3.007619	3.4694343	2.9131742	3.4622567	2.9497747	2.5940902	3.1031845	3.8010466	8.316845	1.0350666	0.11985871	0.9424493	3.6975658	1.8983281	2.210996	2.9903665	2.9903665	1.3565261	0.43384624	3.0910938	0.22591504	8.254484	3.2105687	5.735395	6.137142	2.6541226	4.4586735	3.9188113	4.459773	3.1438265	22.203285	27.531975	20.769468	3.3521848	1.6414151	1.7958517	1.1623656	0.8325603	1.9313551	2.431048	4.1294637	8.307372	5.8776894	6.020099	8.420764	7.2314444	6.1624694	6.231152	7.345638	8.6537695
Rv3447c	2.3978705	1.3388743	5.0389414	6.3448534	4.1947203	4.0165343	4.5653977	4.8766437	5.491287	2.4276187	3.692854	3.692854	1.3661633	6.7954435	3.4517474	1.2910945	2.8916576	7.0714574	7.293446	3.4371388	2.2404656	3.8504014	4.3346643	4.583743	2.9497747	2.6605587	1.9624883	2.607712	8.76435	4.824711	3.8402739	1.6016803	4.1816006	4.506363	2.5439043	3.9721756	1.8381689	3.8603036	2.331193	4.288165	2.7558942	2.4066162	9.146145	6.2673993	8.413085	2.9267805	4.245546	3.0483658	3.2839265	2.0703447	6.7116284	25.541098	21.302738	23.217596	4.4186807	4.4518995	1.7780077	3.931497	1.5531342	3.8558936	6.258909	6.87871	3.7675683	3.534113	3.3118227	3.022327	5.5472016	6.78903	5.8538694	6.4866753	7.246219
Rv3448	15.145344	12.83366	21.72057	15.555224	17.509626	9.843921	10.278685	10.699116	6.542488	6.0931664	3.4175577	2.6380887	7.545322	5.6033945	9.989391	8.140461	6.7452135	9.205234	2.39393	1.745544	4.78948	14.64141	15.124369	14.789699	7.6574826	7.368443	7.389923	13.954442	22.44366	11.001818	5.6488295	1.5823616	11.967951	11.420887	12.924997	13.277813	12.400003	10.409913	7.8094196	7.041769	10.440564	13.863898	26.699707	14.809961	22.66649	5.812158	6.137142	2.7489896	11.836671	12.233243	23.976852	37.927795	35.16375	33.408947	9.26447	11.691685	7.3111258	7.031541	0.35143408	8.225477	10.297876	10.763316	7.6554093	6.1873493	9.109083	7.4846864	6.3217463	3.1438265	7.6102233	8.244887	8.599024
Rv3449	16.60601	12.304395	21.35826	8.396985	13.547151	10.118132	24.237022	23.177734	20.499653	14.714048	16.346668	18.93888	7.6636558	10.661306	13.399982	11.746501	7.7052517	6.8679824	15.71017	20.54381	10.449831	14.313931	13.300518	19.72177	11.637424	11.014914	9.3406515	10.383288	14.026836	27.821856	3.5662699	3.8853364	9.964506	8.4467535	13.578385	14.532713	11.632769	8.734399	9.543825	6.739617	7.83797	8.360025	49.045414	34.189705	39.56073	7.0768623	9.072024	11.3499565	4.0424275	12.734735	9.84667	94.15146	94.85538	93.34054	9.424903	13.149937	6.62024	9.2259245	12.735733	3.5717106	16.322468	22.038713	17.100883	19.344793	21.130133	18.763052	14.835181	12.83366	22.660275	18.924627	21.64696
Rv3450c	15.966624	16.560562	16.799412	16.85655	13.129804	28.507607	37.885372	38.801826	33.289722	22.847015	23.42185	30.274464	11.5866995	27.87353	11.731806	18.68893	11.939088	23.631231	9.569103	15.71017	20.34877	15.915482	12.587464	16.33575	15.11761	21.492378	19.422537	18.212528	9.573368	24.271202	26.704762	17.424013	10.220712	19.57763	8.148071	10.043894	14.347155	15.250216	17.41298	14.320334	9.959824	9.554979	128.76624	79.190216	91.87433	15.147519	20.319885	15.89948	17.866224	12.250703	24.63241	87.04195	88.92126	79.81691	7.1450396	5.5809474	10.753151	20.010324	27.658527	21.527985	27.642488	25.803905	30.833435	24.953417	26.646048	25.331617	25.616316	32.290016	46.074387	42.564373	50.259422
Rv3451	141.8084	147.43085	174.80191	138.81343	115.50315	122.40321	137.77231	143.59282	134.28867	97.68073	90.93184	82.34934	146.25055	118.83048	161.01904	124.42083	129.14185	168.17776	103.86845	195.85927	84.98141	147.14365	117.40495	135.0227	136.83853	117.8124	125.35997	119.734406	196.12428	151.47511	124.791214	129.39153	112.87384	102.88081	100.33817	106.147415	120.03344	112.54493	105.365486	120.31693	113.93209	122.7938	231.8295	196.59235	200.88083	129.33041	119.12833	141.71323	121.853264	101.33986	130.4926	276.85394	264.334	279.30203	131.27516	135.10124	110.308815	190.76509	131.69714	144.39693	160.21657	155.8233	103.47967	134.06303	141.3941	141.31158	57.61007	38.45597	81.34855	87.6003	85.61424
Rv3452	57.4386	60.04865	61.975674	46.446526	35.974613	37.136402	85.82174	81.58852	81.73831	42.542934	38.672554	15.731958	57.231163	53.31032	36.18735	44.49359	47.755283	48.231598	108.18068	74.038284	75.460686	42.81366	44.23816	51.627556	42.18729	40.672825	46.76057	49.437737	28.79238	79.67971	40.107513	37.509663	51.89956	30.917791	35.45502	33.578423	58.37519	53.31972	49.602577	26.932358	33.014957	30.729832	88.532745	73.24818	85.47684	49.769783	44.765614	37.23682	71.05434	56.114983	57.75388	82.78053	91.85935	81.89896	27.027143	31.920584	28.848263	54.10618	48.361572	24.6254	62.536743	74.41393	56.32439	70.23882	72.20383	77.968	11.554906	10.061119	58.599842	60.097214	53.102665
Rv3453	27.821856	38.19352	16.560562	39.098335	19.362972	24.747498	39.797195	31.10087	43.00769	19.200012	37.212585	12.524515	16.227879	14.03616	12.197542	32.57733	25.84681	15.279369	2.39393	1.745544	8.278994	15.78202	24.479065	15.452667	28.644957	23.91207	35.675354	18.00948	46.798466	54.89033	1.0350666	27.25909	32.58006	18.043135	32.40529	26.81361	13.814946	24.755865	14.2297325	26.78702	38.05243	39.253696	46.420525	22.286852	29.324978	38.678757	19.105728	11.213231	31.721457	32.130848	26.0976	71.92071	64.55059	69.90586	26.856455	19.928082	13.740442	49.641335	34.12083	37.689198	66.855354	43.82393	34.53511	24.900219	25.650093	24.758455	54.719223	79.90183	36.568382	30.495386	44.195374
