	WT1	WT2	WT3	PknF_KO1	PknF_KO2	PknF_KO3	PknF_IND1	PknF_IND2	PknF_IND3	PknG_KO1	PknG_KO2	PknG_KO3	PknG_IND1	PknG_IND2	PknG_IND3	PknI_KO1	PknI_KO2	PknI_KO3	PknI_IND1	PknI_IND2	PknI_IND3	PknJ_KO1	PknJ_KO2	PknJ_KO3	PknL_KO1	PknL_KO2	PknL_KO3	WT4	WT5	WT6	PknD_IND1	PknD_IND2	PknD_IND3	PknD_KO1	PknD_KO2	PknD_KO3	PknH_KO1	PknH_KO2	PknH_KO3	PknH_IND1	PknH_IND2	PknH_IND3	PknK_IND1	PknK_IND2	PknK_IND3	PknK_KO1	PknK_KO2	PknK_KO3	WT7	WT8	WT9	PknB_KD1	PknB_KD2	PknB_KD3	PknB_IND1	PknB_IND2	PknB_IND3	PknE_KO1	PknE_KO2	PknE_KO3	PknE_IND1	PknE_IND2	PknE_IND3	PknJ_IND1	PknJ_IND2	PknJ_IND3	WT10	WT11	PknL_IND1	PknL_IND2	PknL_IND3
Rv0893c	6.878436	7.193878	2.9941356	10.012803	9.368001	1.7486022	27.571012	22.2181	29.9392	5.2501397	9.371171	10.16267	25.916372	7.0285454	21.531925	8.889131	11.089404	3.5437026	12.111542	1.745544	0.16374421	7.269834	7.0096736	6.121364	7.567735	8.745364	8.255513	5.630094	4.1703815	4.7239065	4.6695046	4.2440057	6.9231524	10.504474	8.001972	5.3343177	3.215113	7.049293	4.62438	6.063986	8.396218	3.5768862	9.848961	10.198893	17.190403	12.171153	7.0232015	8.182978	12.490968	15.898729	5.3666244	12.482048	11.972722	11.632556	10.435648	6.58321	3.3947282	6.1267943	9.81805	9.742987	23.52226	24.215576	22.470757	22.461317	13.911171	16.344662	24.721397	29.9349	45.855797	39.069233	45.4651
Rv0894	9.122593	5.404936	8.333885	15.951371	9.442384	14.711304	23.766497	18.424007	26.463282	6.8168325	11.252554	17.356688	5.4018955	17.608173	17.57149	7.7052517	10.615859	17.024015	17.450542	1.745544	3.124507	10.565804	10.794384	14.08416	11.162149	13.167918	11.206661	7.973021	13.823317	14.924322	6.8298597	1.073335	5.7591553	14.79527	9.197481	7.906139	12.667736	11.408581	5.9666905	13.7274475	12.145605	21.77162	19.089014	16.266907	13.062126	9.381509	12.747389	9.563854	15.528621	10.403442	11.07464	16.44554	15.559158	18.338709	8.961037	19.909864	7.4149656	11.389909	10.661092	15.457178	16.932064	17.383558	16.592657	13.799813	16.725843	17.669771	7.025767	10.490429	17.52535	18.630005	17.85814
Rv0895	3.2839265	5.323572	6.3588877	12.404649	7.0443506	6.307566	10.490476	11.930986	11.401185	6.146039	7.034349	4.439571	7.597411	6.895582	7.930954	3.9627903	2.609457	6.541726	2.39393	4.5762916	0.7801703	8.345749	4.144565	7.1900053	3.5373127	7.2883577	7.368443	5.7004704	5.57574	7.887911	3.4592848	8.527525	13.232665	3.4981701	6.32695	6.1747603	3.474306	5.652008	5.8705387	5.5959044	6.078318	5.6291213	14.16189	8.649376	15.9966545	6.723652	5.2753267	10.4825115	6.0361495	9.670576	10.1086	19.767164	19.31784	19.045797	4.385722	3.99235	3.563456	10.458278	7.7380795	4.888073	7.131312	13.571471	12.589536	16.86518	14.811034	15.813058	5.7004704	4.0424275	18.51796	17.99977	22.023848
Rv0896	111.445206	117.90666	117.55057	113.83412	132.13698	111.863625	290.19043	247.89822	297.26535	118.297516	124.49721	127.8851	86.896484	102.00691	96.71867	113.393005	106.01667	122.654526	158.55841	184.82811	169.53844	108.717094	115.91129	117.27304	102.94657	121.24388	94.96831	116.82584	149.83911	120.8842	113.52749	168.47403	142.55789	251.76039	73.34688	80.52226	120.924355	100.76321	127.77485	124.71069	152.49942	138.43547	44.22477	58.659534	55.091846	135.12761	143.28285	184.71393	129.48932	120.8842	134.97314	308.19846	308.47095	346.97247	131.11339	112.94767	132.27477	89.07454	125.6583	158.62299	574.306	526.91705	471.31644	521.0843	410.27673	470.14713	164.6589	147.57484	313.9299	293.28116	295.5568
Rv0897c	334.42877	267.45938	337.39734	295.50677	335.36	197.83617	99.812935	118.33303	91.70478	128.03397	82.34934	79.48622	197.54158	241.59344	200.13754	174.1738	142.17093	185.85574	224.98592	204.94843	194.29024	320.27646	244.19911	313.32272	178.23828	176.13348	156.54758	334.42877	253.03552	357.2315	136.16718	83.72066	117.7294	187.27658	297.4456	314.15735	273.774	292.74475	183.04721	143.35797	182.28284	202.5241	173.27109	176.11465	201.04292	230.80104	198.13585	134.80283	312.6319	257.53238	352.52737	119.460625	119.21979	112.48593	320.2576	324.26785	370.17438	150.67056	163.77617	164.73734	74.257614	68.5283	60.729538	106.60237	149.45862	137.7534	41.22839	43.4948	65.24706	64.57596	65.62584
Rv0898c	1108.1401	841.4852	1053.4536	833.9954	769.48157	688.83	421.74292	420.75763	332.88843	494.0022	396.65228	481.15048	889.9695	1064.3303	877.2234	513.51447	541.7758	468.30725	926.2259	1165.6128	869.93713	806.5093	750.55994	834.75165	637.77997	599.83997	510.0135	1100.8594	711.4482	1084.2836	796.68243	604.2148	676.4688	743.37976	759.07654	705.6842	784.0673	707.68854	576.74805	667.53955	915.26984	1038.8152	632.3575	598.93024	642.9131	612.9757	544.29034	491.74753	1053.4536	729.6911	1053.4536	232.22845	244.54033	258.13678	796.44824	944.3534	1101.8511	668.5829	560.2486	595.75165	339.03708	384.08148	251.70502	630.763	785.3735	769.68787	160.21686	149.48854	249.38417	253.75523	254.12463
Rv0899	58.231155	43.291183	59.103813	48.007683	36.160408	24.071596	32.51791	30.053394	35.12632	39.379826	35.62852	24.408297	46.045555	37.9159	51.55434	37.58372	36.855328	41.456615	47.781384	60.75012	26.623337	56.17609	39.191757	48.548717	43.28015	42.239834	39.909325	49.39191	31.365469	37.68401	10.968516	23.077995	17.61748	40.564472	41.814346	39.831085	50.20193	29.727345	34.14644	33.903034	37.45445	33.937874	29.458733	32.50577	32.21046	34.496075	30.60425	29.045576	64.77161	37.239426	55.105125	81.30945	79.6752	89.67864	37.006123	21.525826	39.490257	41.18119	26.883654	44.01405	48.887154	57.949867	42.43077	46.600296	45.175533	36.78604	59.264927	61.479668	64.79473	62.275166	67.01319
Rv0900	72.88276	59.644775	79.1073	62.69208	96.97242	29.651535	74.21193	72.78652	72.124954	79.73724	56.063797	58.068687	25.424604	73.81305	23.110626	59.431717	62.454575	3.5437026	2.39393	52.03211	26.905563	69.45642	66.145004	39.71071	49.784447	53.396317	52.618923	93.09465	64.608055	52.16479	22.513245	30.344465	32.24303	135.20341	43.710186	68.492874	68.45521	63.21494	72.23608	75.1957	50.24027	68.50398	59.92868	56.11423	42.94661	55.595383	40.86064	35.17079	87.09297	44.33317	54.493355	212.7742	183.01431	220.94928	31.64972	49.551228	54.03742	49.341145	47.71217	31.420166	92.190315	54.395023	83.002625	72.39785	61.103806	70.06981	166.33939	132.36253	133.27075	130.34969	132.66162
Rv0901	72.10165	53.57144	70.04464	57.88119	76.20506	55.014893	86.25613	94.47192	87.941444	58.251846	66.36923	60.075417	44.690735	99.00069	50.441597	58.040024	56.211117	54.1632	69.26073	100.514694	51.82111	69.95232	68.16581	67.053986	47.777542	58.286964	50.581135	66.63665	73.52034	91.75511	52.359158	27.389376	48.46195	46.97067	56.623524	54.74589	78.02491	64.12733	54.756035	45.729485	35.908924	56.425484	60.15778	56.70796	45.30308	59.07692	52.357323	60.571465	59.137547	71.05434	83.76091	160.9422	173.70297	176.29063	50.55092	63.36007	48.02066	49.069687	58.247063	39.434982	86.339935	78.45046	126.420204	74.79842	70.39734	77.25408	230.82205	210.31679	169.1163	147.47539	164.4859
Rv0902c	263.4006	239.20087	236.6753	222.22026	233.08344	222.35931	173.35281	168.28407	144.99818	227.44734	165.5507	221.50688	180.76662	207.50516	171.83168	174.61436	172.75154	136.2845	302.38113	284.90656	316.79788	215.09167	210.63348	195.81645	211.27495	174.23184	189.85597	263.66284	201.05632	246.95721	172.26286	142.1341	169.61595	329.0386	205.10378	217.61339	217.921	224.99936	185.4641	110.01758	127.360115	140.27742	117.529594	147.47644	168.89014	261.8262	229.5187	251.34508	256.0047	214.29968	213.37294	256.4319	262.44522	256.33325	257.29333	285.87393	310.76715	200.62135	221.68958	192.69325	113.91655	126.71982	129.92151	220.5293	274.1793	263.9886	115.44661	99.11882	136.164	138.96808	151.80447
Rv0903c	587.60693	579.3908	547.3418	521.2115	477.57516	583.8248	398.9591	361.42468	334.49643	599.48267	531.7956	666.07544	513.878	557.8894	409.99777	432.88782	419.34622	536.8426	623.1486	932.6813	807.1551	424.24164	424.24164	445.56326	497.63477	439.11414	458.03067	503.2273	516.93976	515.30066	475.30673	375.2518	471.9281	913.88086	381.21713	344.82324	452.69315	419.92215	394.6851	283.63635	236.55704	309.3409	256.1693	293.66028	274.57336	536.3481	478.62122	408.64868	510.17697	563.05286	495.4333	332.8271	317.2287	341.82327	520.41504	589.3092	625.9501	563.8007	599.8817	544.0946	263.12292	300.57736	270.2288	503.271	605.5513	587.70435	126.812454	136.4071	256.58572	248.86827	244.2942
Rv0904c	63.85159	53.191517	50.74031	48.363483	59.706284	51.485435	42.045208	50.664234	43.448658	43.947296	38.73973	38.8693	26.984884	30.365911	22.90958	44.402195	45.593235	77.24074	38.03282	67.62517	51.52117	43.60459	41.77747	47.164608	45.72754	41.075066	38.818707	57.82048	56.93734	58.231155	35.918785	41.31346	24.268364	36.83152	41.576344	44.9248	29.53811	30.001331	34.766285	22.824402	26.269783	24.447477	45.57102	39.841457	46.489555	49.0899	35.944912	38.38216	52.351887	56.56691	61.251484	133.23105	141.4334	123.18884	37.20312	37.477238	35.15739	34.503677	51.501484	37.71447	61.3944	68.78693	55.642014	78.5724	77.67444	74.16563	45.44756	45.417427	64.047226	65.040085	63.30962
Rv0905	106.589264	99.11882	76.0138	114.68703	94.81079	123.98464	356.9217	378.44385	345.89432	103.3359	71.01187	96.08131	93.89521	82.78693	44.288673	120.04594	102.11633	81.51924	185.33868	90.323265	69.20076	77.439865	105.410324	95.00784	114.28467	123.13771	96.11547	125.89226	125.89226	70.19116	89.7951	91.19252	91.070885	214.99042	101.91594	95.21882	133.99698	108.78611	98.66289	99.814415	90.85258	92.28868	133.68721	124.12989	128.89153	175.941	148.51051	136.33554	99.024055	105.50106	87.59989	229.24709	211.65958	224.9823	103.53827	89.820015	104.50301	97.358345	91.43002	98.28426	305.38376	312.04083	206.44984	533.07104	382.36374	442.71655	113.5162	99.38906	237.28975	211.90645	235.52522
Rv0906	73.78957	78.38797	66.341034	80.226456	68.973495	103.911156	224.20055	215.4893	202.15938	83.89919	91.235	109.389114	88.195984	66.66898	55.321243	85.04889	83.1097	84.44768	71.66378	58.133373	61.726578	61.48902	61.77196	72.45235	93.17727	86.65211	92.61712	77.583824	68.667175	53.634594	109.36771	96.86141	59.63358	146.72897	91.63278	91.21183	61.211792	75.71916	60.875206	41.541893	43.240265	57.034363	78.831215	85.37883	97.925354	106.52632	117.71068	110.41456	65.57896	93.47001	87.05292	135.69507	135.09406	125.41077	82.644615	91.32828	111.12224	86.0746	111.86035	100.85792	145.99489	160.6811	116.06183	228.32117	283.7384	257.17612	84.10298	67.80535	132.19046	128.48366	136.41719
Rv0907	13.48459	18.841877	14.001806	18.769745	17.150124	27.847033	80.56214	85.813515	82.93267	20.624977	19.587595	21.55975	12.357358	13.222019	10.453516	21.675867	14.346139	15.618951	18.776548	17.30328	15.04678	15.500109	18.310324	14.812888	23.91207	18.260029	15.699135	16.158432	12.036865	18.53047	23.720331	14.309553	16.419683	22.028967	18.151379	23.00591	16.633968	25.143335	16.264246	8.389891	9.743634	12.565386	21.28602	21.35095	17.123337	20.763449	19.93076	18.003704	9.794435	24.409756	16.844763	38.678207	39.95877	41.335506	18.226086	25.089542	19.093935	18.63265	20.030685	24.4833	47.773094	67.89134	67.0619	61.474304	62.283085	67.11511	57.119873	57.305054	93.50889	95.26847	101.57402
Rv0908	9.0191345	13.34413	13.874661	10.436054	15.867607	16.480856	72.328674	74.91314	73.835655	13.27011	14.414725	14.09466	12.896685	16.41928	16.26412	21.351492	9.602887	11.089404	17.235636	8.873427	11.158364	12.41309	9.97991	11.149071	19.44161	16.980017	15.350937	12.371483	17.797237	7.114209	6.864521	8.115623	16.300016	22.297281	15.772879	16.819817	12.203704	12.441088	6.934154	10.480029	13.308671	12.379999	18.268997	14.791095	20.122723	11.173756	12.09202	14.4193	9.3792925	17.73074	7.9368935	39.675175	37.406857	38.17536	16.613869	15.132065	17.547167	8.396881	11.730181	9.231951	37.451153	37.65366	55.191048	43.37645	45.383812	48.271763	26.545055	28.808372	91.96123	99.796036	96.12405
Rv0909	162.18433	155.42676	216.72517	116.65455	163.66978	139.52046	214.20473	197.56155	241.69647	146.31418	162.47475	207.08324	140.4655	176.21782	174.8827	183.89946	170.25095	187.89325	104.35622	255.92686	181.33453	166.39201	160.0252	195.00113	182.1073	206.1596	159.98557	234.72519	197.52022	142.21576	111.794	182.45265	147.16075	131.31464	96.11528	67.46452	173.79216	76.48838	189.59528	208.03337	111.49252	215.85825	44.568577	51.893517	44.01214	115.50093	130.60576	147.88245	185.93521	145.03767	161.74812	187.43625	195.79248	199.87085	105.84156	101.39274	99.224815	76.016	101.28016	177.42894	299.3839	289.37546	275.00702	338.6758	241.8483	286.2489	554.7047	756.30896	516.9878	474.3338	566.3213
Rv0910	125.490204	122.140144	123.50117	151.97443	96.03723	147.50429	157.39397	146.74814	179.28606	160.20882	153.59416	132.4828	101.65172	75.98451	98.83383	135.18448	108.05159	84.627106	188.09816	10.474421	127.629776	115.67948	106.09937	127.87537	106.49432	137.57533	120.77339	142.92859	86.787926	120.97609	53.723763	97.718185	104.67657	191.09471	59.326717	61.722168	129.18428	155.71004	124.63014	138.43547	103.42564	139.91147	40.942303	43.23536	45.99738	106.99139	131.93158	130.88284	136.83731	136.65955	135.76537	144.15884	159.2319	154.44704	80.46565	79.11427	73.91495	108.888336	88.73339	125.24836	200.01273	191.56625	214.82826	188.27338	157.5483	149.45862	368.91156	506.37042	319.29868	278.64267	367.64197
Rv0911	20.722383	21.291138	24.843157	7.601411	25.943853	19.565575	72.124954	47.581665	77.49951	25.576206	36.636116	26.201422	18.13199	11.899342	19.13394	24.126127	22.710993	13.516991	45.11126	32.721687	23.360353	20.5024	24.036821	11.94575	23.976034	26.075026	21.709467	21.187021	13.388734	18.742476	13.380402	16.99633	15.951243	21.473194	13.97427	15.246149	23.204855	32.375908	22.669252	12.656977	14.547062	22.530197	26.019798	23.286654	22.87353	12.872707	26.701065	18.64214	27.175112	16.527225	39.631027	65.859245	74.35594	70.634445	28.103098	1.743997	14.769661	16.656357	10.349694	27.131765	67.138916	62.50719	82.47226	31.070782	32.871655	31.366089	69.01872	60.89165	103.45737	98.80033	89.27882
Rv0912	25.034279	24.271202	19.409124	10.707918	19.174955	29.161114	55.7308	52.079334	73.631096	27.150011	44.621754	25.118721	35.2276	22.202673	35.130974	28.357899	29.103693	12.109354	61.782925	15.506305	25.880682	18.261084	22.207636	26.968784	24.160454	27.55789	22.355904	21.781235	12.184408	7.7387624	8.494797	37.576572	50.07605	41.593086	10.211412	6.768812	41.518524	22.823666	21.19917	26.643929	16.215858	21.441671	25.585672	28.217619	18.850368	28.038609	40.75997	53.379734	33.33701	13.81288	9.9133	53.654537	52.07677	48.99471	6.1476736	7.4163036	29.229872	27.404787	9.596864	23.635065	43.583878	67.87668	76.8892	66.85472	66.25704	64.0258	34.652073	41.769554	111.90582	114.505844	96.65216
Rv0913c	17.921696	17.94015	19.627296	22.04666	11.056029	18.8053	58.88629	50.884716	56.67809	22.923033	22.346165	19.587595	21.7394	28.93759	20.301535	18.153215	14.578693	11.157722	34.50881	35.95375	37.42408	20.24869	14.92245	17.01199	19.380547	19.644367	19.50899	28.312386	19.262697	15.466242	31.511078	28.523634	61.837738	44.568306	26.055552	18.812698	27.126694	31.344896	23.583616	21.737886	31.570724	29.6797	21.244766	20.183533	19.865118	31.36158	34.50806	50.587074	17.260855	15.6792555	24.534767	76.74951	76.115685	74.677185	19.953161	36.149464	29.800028	19.573208	26.447418	28.89867	112.020294	101.0443	58.315075	70.720764	70.33522	69.704994	74.219574	83.83028	60.82965	54.68759	47.34907
Rv0914c	69.53088	67.61375	80.95249	66.97946	76.32654	72.70495	83.3802	85.63928	73.97128	71.7713	57.317448	90.76016	65.28828	43.633327	49.995495	64.35468	66.79568	71.22705	62.454216	101.51049	70.42882	66.02365	69.29481	71.88836	64.495094	62.8052	58.25107	70.466515	60.298767	63.26225	64.297035	78.56563	64.60911	121.39689	54.74589	65.210815	66.68905	81.316124	42.118526	49.81384	27.349316	40.43231	74.63228	63.360626	62.42958	71.85839	70.791626	58.66189	69.864	48.91214	80.91021	96.26249	100.78544	96.80882	50.386795	46.118793	68.5039	60.426693	71.067726	47.566685	98.50514	128.94164	72.34159	137.81526	144.43983	135.68938	87.718155	82.03527	80.434166	78.90546	87.31272
Rv0915c	48.654972	35.30215	40.211285	48.715714	34.026127	18.730612	16.181736	16.80129	13.509101	21.77634	13.049024	35.714546	62.085045	61.176174	54.99046	24.534292	21.829401	45.593235	72.44232	51.161797	53.659832	42.859116	33.037617	38.342186	27.398582	28.459572	24.823515	46.651714	58.422203	32.51447	31.931068	31.626787	20.991083	40.211388	32.36127	40.188423	21.934061	40.44658	27.428629	14.2849865	14.786806	16.01987	46.067722	38.32475	47.48931	49.261143	28.013678	29.189041	33.926483	26.478807	44.33317	34.832806	32.81575	32.9592	14.899961	32.069668	41.342316	19.06841	40.26524	15.87388	14.02803	15.502603	15.858042	24.044817	28.407022	28.375685	25.156681	17.73074	19.87852	11.083811	18.329077
Rv0916c	51.398766	44.125664	71.05434	42.63634	71.04622	42.15578	25.235	26.012278	17.169268	31.201237	38.823982	37.999527	110.74829	100.34744	45.92532	30.668444	40.617214	73.85563	91.413605	45.934456	93.34212	58.498814	54.690254	44.01644	34.706005	43.616535	31.270908	46.461266	24.16771	44.866547	38.717846	44.29576	41.518555	36.633625	49.829903	53.28559	60.183994	51.63906	35.997135	14.682315	27.597588	40.723648	51.406456	57.116188	86.035515	31.64523	51.447067	48.967133	70.80601	54.719223	83.97387	42.14966	36.43005	42.437454	59.70688	42.22187	62.694363	15.342427	38.50027	52.014565	27.912067	27.346981	16.718128	33.797176	43.204147	39.193375	36.15847	30.045792	20.894068	24.863207	23.161161
Rv0917	34.14859	25.383444	29.95725	24.107298	25.418083	15.568765	22.819983	20.87435	24.983547	12.862885	27.27475	18.66085	23.147411	19.082098	37.48399	26.613312	25.295708	18.040398	16.18067	12.520061	22.688828	25.931856	24.144648	32.018757	24.665335	22.651583	21.492378	34.061977	29.249506	33.59762	15.7803	15.534931	18.325241	19.930233	26.81361	19.886532	22.97712	20.265621	20.863998	22.40803	34.381798	26.269783	40.947456	33.5604	38.22032	15.89948	16.17721	13.131974	19.805584	21.71294	31.641756	32.10804	34.37415	36.83595	19.180624	21.297014	15.6541815	20.237093	10.976032	20.796324	34.623837	30.839226	28.236166	23.874111	21.419088	19.552896	53.74711	67.68034	47.38783	48.791153	47.950672
Rv0918	120.220924	86.88953	134.72923	86.664154	117.334404	62.44565	68.71957	79.71119	57.101048	71.31862	63.244205	52.241707	128.95892	80.290085	123.20842	71.662	100.55234	82.58958	39.376057	130.4813	76.983315	137.38396	139.84213	138.10182	87.33027	86.68685	82.30157	111.445206	91.17829	147.43085	39.22612	28.785011	20.608671	53.138336	107.51758	105.85703	109.3727	123.362656	126.588715	113.04109	72.91062	82.001564	159.9557	129.61603	147.3841	57.019875	46.932854	33.93652	105.87738	97.59975	137.46175	56.446026	68.74382	69.16392	98.14624	108.91902	86.89757	45.08701	39.24893	35.704586	82.92044	80.98515	46.279354	64.41287	76.77667	70.37159	30.568855	28.414524	70.01403	65.24706	85.275505
Rv0919	112.46108	97.28638	126.206894	74.812416	79.592155	96.23603	112.63026	103.64126	107.30035	82.008224	110.28046	119.16595	99.08403	84.20613	136.92778	90.15256	105.68812	128.70952	73.504715	56.32115	82.80415	121.877716	107.144875	133.7551	103.135666	76.9601	89.19098	133.33493	82.2545	104.06313	69.2663	51.979206	32.88074	70.02825	80.73569	71.76541	119.79087	128.93068	106.87171	136.53178	111.23474	106.503174	93.73553	94.47287	84.48545	45.595074	54.09773	51.99527	73.86724	145.33861	135.19786	70.57207	85.06765	74.46656	102.58079	74.704865	100.558846	79.60499	44.927517	102.158646	144.65388	92.360466	98.56781	77.43224	79.63507	73.40784	60.808956	91.82219	213.24199	194.2832	203.44423
Rv0920c	17.186296	13.301735	11.317705	18.64712	22.891182	19.327381	28.655436	27.508524	32.378315	25.118721	21.61408	18.264166	14.348335	13.01424	10.199689	14.294669	9.559814	15.396406	10.960135	29.107931	17.89521	12.7494135	16.909082	14.840306	12.892727	19.06552	18.611917	12.233243	12.371483	15.656053	6.3676724	18.992521	12.6544895	13.4618845	11.389414	12.597176	16.189802	20.034737	16.1079	21.441671	17.184025	16.816122	33.303352	23.634884	29.209284	14.759734	17.154945	16.522509	11.7857065	20.612494	20.430801	50.593513	50.125965	51.41773	9.797306	11.7401285	8.338778	14.562267	12.983565	21.584951	43.884357	28.636154	36.625137	17.477226	18.922667	16.978048	27.942444	27.805025	58.51892	62.849117	62.811806
Rv0921	254.94112	204.35498	197.73624	265.73837	203.52701	187.05777	75.45062	105.55453	120.63637	30.84021	76.04497	57.200764	166.1384	146.035	147.83594	132.2744	119.853455	103.3964	78.21933	69.80062	29.756683	228.96558	232.2572	246.1459	140.5614	84.763	106.25586	119.38689	184.96776	241.50067	44.68405	24.08255	59.160328	74.399895	137.16228	134.92014	233.67137	250.36345	250.36345	112.58514	178.23686	131.44774	362.75476	277.5347	313.02036	64.02343	45.97979	38.565594	277.63803	180.23337	252.77066	259.20477	257.47205	238.89407	158.09164	161.50102	156.35283	31.760014	54.371857	38.3507	78.59895	94.27656	68.83846	90.92715	91.07131	93.97557	80.91021	87.2379	172.1982	192.61955	196.12231
